item_id,description,category,quote_date,price
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-01-01,1.3993031397212543
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-02-01,1.615143890467626
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-03-01,1.6658781396774194
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-04-01,1.5203731313432838
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-05-01,1.2849063676779027
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-06-01,1.1682222284814814
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-07-01,1.298102195
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-08-01,1.2622262827737227
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-09-01,1.3047857231785716
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-10-01,1.4175532030851064
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-11-01,1.42557144275
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2000-12-01,1.4911888252797203
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-01-01,1.340848058409894
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-02-01,1.2915441231985294
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-03-01,1.3949104208960572
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-04-01,1.4260145151811594
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-05-01,1.4156583861921708
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-06-01,1.2544169771378093
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-07-01,1.16896429125
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-08-01,1.160547454160584
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-09-01,1.1912132416544117
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-10-01,1.4474642726428573
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-11-01,1.2691258702797203
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2001-12-01,1.4167148075090255
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-01-01,1.5602447593356643
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-02-01,1.5382608742391304
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-03-01,2.1272388254850747
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-04-01,1.9167158712177124
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-05-01,1.5898233327915194
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-06-01,1.2729304091208793
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-07-01,1.2707664290875913
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-08-01,1.2805694038434163
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-09-01,1.3108664299638988
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-10-01,1.5411552394223826
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-11-01,1.3073308330075188
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2002-12-01,1.4116544119852943
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-01-01,1.397419351827957
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-02-01,1.467137532527881
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-03-01,1.5499999982720587
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-04-01,1.706420241400778
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-05-01,1.467088131685824
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-06-01,1.5340392035686274
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-07-01,1.4650588036862744
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-08-01,1.5189534727131784
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-09-01,2.075708664566929
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-10-01,2.0368359359375
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-11-01,1.7173454614181818
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2003-12-01,1.6202527117689531
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-01-01,1.4933962346415095
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-02-01,1.4558400011200001
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-03-01,1.572007727915058
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-04-01,1.5484046882101168
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-05-01,1.4410000051923078
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-06-01,1.3327924646792453
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-07-01,1.2567451019607845
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-08-01,1.236095624183267
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-09-01,1.3478571481349206
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-10-01,1.368930053415638
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-11-01,1.3684552822357723
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2004-12-01,1.6406008609871245
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2005-01-01,1.8380991834710745
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2005-02-01,1.8818218814574899
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2005-03-01,1.9283969620229007
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2005-04-01,1.788255820620155
212515,FRESH VEG-TOMATOES-PER KG,vegetable,2005-05-01,1.68109375703125
